,phone,longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,Attributes,Annual Report Expense Ratio (net),Holdings Turnover,Total Net Assets,forwardPE
407,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. A significant portion of the index is represented by securities of companies in the financials and materials industries or sectors. Companies with economic exposure to and/or carry out the majority of their operations in Peru may include companies organized, listed, or with significant operations in developed countries. The fund is non-diversified.",86400,2,33.0296,32.99,32.87,33.34,33.0296,32.99,32.87,33.34,11.261183,3426,3426,14360,6090,6090,33.22,33.42,1800,1800,0.0416,99914888,28.33,34.99,32.087,31.2217,,,33.36906,USD,Miscellaneous Region,-0.0320768,1.04,iShares,1245369600,Exchange Traded Fund,0.0242768,0.0170532,PCX,ETF,EPU,EPU,iShares MSCI Peru and Global Ex,iShares MSCI Peru ETF,1245677400,America/New_York,EST,7ee0dca7-5f81-3ee6-84d7-173287fab5e3,finmb_60440281,-18000000,,EPU,0.59%,20.00%,"6,484.67",
408,,The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of a subset of securities from the S&P MidCap 400® Index that exhibit strong value characteristics.,86400,2,110.0664,110.12,109.121,110.75,110.0664,110.12,109.121,110.75,9.416307,8014,8014,23221,33000,33000,104.24,116.83,900,800,0.0128,333803904,87.1,117.84,108.3504,100.95805,,,110.69,USD,Small Value,-0.0498153,1.13,Invesco,1141171200,Exchange Traded Fund,0.1381176,0.1328679,PCX,ETF,RFV,RFV,Invesco S&P Midcap 400 Pure Val,Invesco S&P MidCap 400 Pure Value ETF,1141741800,America/New_York,EST,934b733c-f81b-3d84-9ca7-d5827311132c,finmb_26754702,-18000000,,RFV,0.35%,57.00%,"5,054.75",
409,,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to reflect the performance of a segment of large-capitalization U.S. equity securities demonstrating a combination of core factors (high value, high quality, and low size characteristics), with a focus factor comprising high yield characteristics (the ""Factor Characteristics"").",86400,2,97.1807,97.38,96.945,97.995,97.1807,97.38,96.945,97.995,11.798729,37214,37214,22460,25610,25610,92.29,103.44,900,900,0.031400003,774023872,86.09,102.74,96.63082,94.38831,0.0,0.0,98.03142,USD,Mid-Cap Value,-0.0273948,0.95,SPDR State Street Global Advisors,1449014400,Exchange Traded Fund,0.103254005,0.114930004,PCX,ETF,ONEY,ONEY,SPDR Russell 1000 Yield Focus E,SPDR Russell 1000 Yield Focus ETF,1449153000,America/New_York,EST,e0133187-616e-3a69-9ffe-dd8df2cf7012,finmb_315147047,-18000000,,ONEY,0.20%,33.00%,"14,716.53",
410,1-800-474-2737,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the U.S.'s leading stocks by dividend yield.,86400,2,113.88,114.04,113.432,115.05,113.88,114.04,113.432,115.05,12.557602,604204,604204,767762,702090,702090,113.11,115.89,800,1400,0.0382,18961924096,102.66,126.9,113.8728,112.7891,3.537,0.03105901,114.87829,USD,Large Value,-0.0199625,0.78,iShares,1067817600,Exchange Traded Fund,0.08108,0.080785505,NGM,ETF,DVY,DVY,iShares Select Dividend ETF,iShares Select Dividend ETF,1068215400,America/New_York,EST,2598fc29-6106-30a8-8311-10e0dc5365ba,finmb_22699479,-18000000,,DVY,0.38%,15.00%,"23,672.51",
411,866-909-9473,"The fund invests at least 95% of its total assets in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is a dividend weighted index designed to provides exposure to European equity securities, particularly shares of European exporters, while at the same time neutralizing exposure to fluctuations between the value of the U.S. dollar and the euro. The fund is non-diversified.",86400,2,42.11,41.98,41.75,42.17,42.11,41.98,41.75,42.17,5.122242,68215,68215,69234,59700,59700,21.05,42.18,900,1100,0.033099998,1462596352,37.38,43.09,41.7872,40.7196,0.0,0.0,41.93036,USD,Europe Stock,-0.0175029,0.82,WisdomTree,1262217600,Exchange Traded Fund,0.1042743,0.1007823,PCX,ETF,HEDJ,HEDJ,WisdomTree Europe Hedged Equity,WisdomTree Europe Hedged Equity Fund,1263565800,America/New_York,EST,d6bfd30a-237c-3b1f-8ee0-f5411d53c1c0,finmb_83836441,-18000000,,HEDJ,0.58%,38.00%,"49,153.16",
412,1-800-474-2737,"The fund will invest at least 80% of its assets in the component securities of the index and in investments that are substantially identical to the component securities of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the index, but which BFA believes will help the fund track the index.",86400,2,38.18,38.31,37.8388,38.32,38.18,38.31,37.8388,38.32,14.633019,289180,289180,255955,205620,205620,34.43,39.44,800,1400,0.0198,2262561536,34.45,40.77,38.521,37.914543,0.0,0.0,38.26565,USD,Infrastructure,-0.0501614,1.1,iShares,1522713600,Exchange Traded Fund,0.0887072,0.1127442,BTS,ETF,IFRA,IFRA,iShares U.S. Infrastructure ETF,iShares U.S. Infrastructure ETF,1522935000,America/New_York,EST,772ad441-a540-3d0f-86d8-b5857f600552,finmb_546589016,-18000000,,IFRA,0.30%,26.00%,"5,339.25",
413,6106696295,"The fund invests primarily in U.S. common stocks with the potential to generate higher returns relative to the broad U.S. equity market by investing in stocks with relatively lower share prices relative to fundamental values as determined by the advisor. Under normal circumstances, at least 80% of the fund's assets will be invested in securities issued by U.S. companies.",86400,2,108.73,109.09,108.625,109.925,108.73,109.09,108.625,109.925,8.118742,18789,18789,22454,16770,16770,103.51,116.02,800,800,0.024500001,648439936,90.39,113.94,106.93936,101.10311,0.0,0.0,109.91,USD,Mid-Cap Value,-0.0248735,1.0,Vanguard,1518480000,Exchange Traded Fund,0.1188925,0.1147808,BTS,ETF,VFVA,VFVA,Vanguard Wellington Fund ETF,Vanguard U.S. Value Factor ETF,1518705000,America/New_York,EST,93f4114f-6d75-3a75-b811-825d0c12eccc,finmb_545841264,-18000000,,VFVA,0.13%,64.00%,"10,190.92",
414,1-800-474-2737,"The fund seeks to track the investment results of the index, which is a dividend dollars weighted index that seeks to measure the performance of international equities selected based on a consistent history of growing dividends. It will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",86400,2,63.665,63.83,63.435,64.01,63.665,63.83,63.435,64.01,14.994918,54513,54513,41119,36010,36010,60.21,67.49,1000,800,0.0279,616764032,56.49,64.95,62.4782,61.5493,0.0,0.0,63.7974,USD,Foreign Large Blend,-0.0091373995,0.92,iShares,1463443200,Exchange Traded Fund,0.0233078,0.0701059,BTS,ETF,IGRO,IGRO,iShares International Dividend ,iShares International Dividend Growth ETF,1463664600,America/New_York,EST,5d6fc076-b470-3631-bfe0-67cb4a4e24d7,finmb_325229756,-18000000,,IGRO,0.15%,37.00%,"47,107.77",
415,,"Under normal market conditions, the fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Industrial companies by the Global Industry Classification Standard, including securities of companies from the following industries: aerospace and defense; industrial conglomerates; marine transportation. It is non-diversified.",86400,2,111.72,111.98,111.1003,112.7,111.72,111.98,111.1003,112.7,24.150059,10350443,10350443,9500222,8987300,8987300,112.28,112.42,2200,1200,0.0163,15404051456,95.19,114.4,109.182,104.748,1.24,0.0110991765,112.45402,USD,Industrials,-0.01351,1.12,SPDR State Street Global Advisors,913766400,Exchange Traded Fund,0.097996905,0.11858091,PCX,ETF,XLI,XLI,SPDR Select Sector Fund - Indus,Industrial Select Sector SPDR Fund,914337000,America/New_York,EST,5a267d66-00d0-393d-95ad-4ca802a0d6fd,finmb_8795505,-18000000,,XLI,0.10%,9.00%,"63,934.60",
416,800-523-1036,"The fund employs an indexing investment approach designed to track the performance of the CRSP US Small Cap Value Index, a broadly diversified index of value stocks of small U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",86400,2,173.6,174.08,172.66,175.48,173.6,174.08,172.66,175.48,11.097949,537191,537191,528260,491630,491630,174.0,176.0,800,800,0.0212,52132737024,147.94,182.37,170.8162,163.5222,3.131,0.018035714,175.37,USD,Small Value,-0.025670901,1.01,Vanguard,1075075200,Exchange Traded Fund,0.071556,0.0920341,PCX,ETF,VBR,VBR,Vanguard Small-Cap Value ETF,Vanguard Small Cap Value Index Fund,1075473000,America/New_York,EST,41b88570-9fb0-3791-9a77-d1ea07a2dd78,finmb_22939653,-18000000,,VBR,0.07%,13.00%,"5,620.93",
417,,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: chemicals; metals and mining; paper and forest products; containers and packaging; and construction materials. The fund is non-diversified.",86400,2,82.15,82.23,81.44,82.34,82.15,82.23,81.44,82.34,15.832652,5774414,5774414,5705283,5185180,5185180,81.46,82.86,2900,1800,0.02,5386541568,74.33,86.3,82.4098,80.73595,1.39,0.016920267,82.25447,USD,Natural Resources,-0.038695298,1.19,SPDR State Street Global Advisors,913766400,Exchange Traded Fund,0.0497638,0.112804405,PCX,ETF,XLB,XLB,Materials Select Sector SPDR,Materials Select Sector SPDR Fund,914337000,America/New_York,EST,89216834-aae8-3891-8bd6-dbad9087f655,finmb_8795509,-18000000,,XLB,0.10%,3.00%,"49,692.31",
418,,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of approximately 1,500 common stocks and is designed to track the performance of small- and medium-sized U.S. companies based on the following four fundamental measures of firm size: book value, cash flow, sales and dividends.",86400,2,35.61,35.81,35.45,36.07,35.61,35.81,35.45,36.07,2.5288076,160971,160971,197083,139700,139700,33.23,36.02,800,800,0.0143,2291336448,30.29,38.29,35.1054,33.80873,,,36.08,USD,Small Blend,-0.0384102,1.03,Invesco,1158710400,Exchange Traded Fund,0.0457245,0.0906723,NGM,ETF,PRFZ,PRFZ,Invesco FTSE RAFI US 1500 Small,Invesco FTSE RAFI US 1500 Small-Mid ETF,1158759000,America/New_York,EST,fc150725-ca85-332b-8cd4-682cbccd7c6f,finmb_29227327,-18000000,,PRFZ,0.39%,0.00%,"2,116.70",
419,866-909-9473,"The fund will invest, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in investments whose combined performance is tied economically to selected emerging market countries. It generally will maintain a weighted average portfolio maturity of 90 days or less with respect to the money market securities in its portfolio. The fund is non-diversified.",86400,2,17.63,17.64,17.64,17.68,17.63,17.64,17.64,17.68,,60243,60243,26034,75880,75880,16.94,18.45,1000,1200,0.02,19811208,17.0,18.29,17.9276,17.65175,,,17.69211,USD,Emerging-Markets Local-Currency Bond,-0.0180505,0.58,WisdomTree,1241568000,Exchange Traded Fund,-0.0029246,0.00248,PCX,ETF,CEW,CEW,WisdomTree Emerging Currency St,WisdomTree Emerging Currency Strategy Fund,1243949400,America/New_York,EST,00f174b5-9e51-3ab5-8f6c-a5013ca69494,finmb_58900645,-18000000,,CEW,0.55%,0.00%,0.00,
420,866-909-9473,"Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is a fundamentally weighted index that is comprised of earnings-generating companies within the mid-capitalization segment of the U.S. stock market. The fund is non-diversified.",86400,2,55.65,55.83,55.3301,56.22,55.65,55.83,55.3301,56.22,9.432818,94205,94205,32821,34600,34600,52.94,58.25,900,1000,0.0126,805177728,46.63,58.14,54.2492,51.8338,,,56.23483,USD,Mid-Cap Value,-0.0209096,1.07,WisdomTree,1172188800,Exchange Traded Fund,0.0833766,0.09751391,PCX,ETF,EZM,EZM,WisdomTree U.S. MidCap Fund,WisdomTree U.S. MidCap Earnings Fund,1172241000,America/New_York,EST,d55ec04b-3099-340b-854f-df9f6ab74bed,finmb_32849132,-18000000,,EZM,0.38%,40.00%,"5,286.56",
421,1-800-474-2737,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the basic materials sector of the U.S. equity market. The fund is non-diversified.,86400,2,131.77,132.06,130.86,132.06,131.77,132.06,130.86,132.06,12.511075,31988,31988,24960,28480,28480,129.86,135.08,900,800,0.0177,683408704,119.22,141.48,132.3398,130.0729,1.797,0.013637398,132.19685,USD,Natural Resources,-0.0435003,1.24,iShares,960768000,Exchange Traded Fund,0.0520392,0.101989806,PCX,ETF,IYM,IYM,iShares U.S. Basic Materials ET,iShares U.S. Basic Materials ETF,961507800,America/New_York,EST,35492d13-3c64-3cc8-ab6e-97cb2a2766e2,finmb_8795771,-18000000,,IYM,0.40%,30.00%,"34,401.94",
422,,"The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Materials 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the materials sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.",86400,2,181.9,181.79,180.35,182.05,181.9,181.79,180.35,182.05,14.237158,45668,45668,94863,47540,47540,178.84,186.56,1300,1100,0.0171,3857284864,162.48,192.25,181.7128,177.5242,,,182.11,USD,Natural Resources,-0.040802397,1.23,Vanguard,1075075200,Exchange Traded Fund,0.0539983,0.1108002,PCX,ETF,VAW,VAW,Vanguard Materials ETF,Vanguard Materials Index Fund,1075473000,America/New_York,EST,2ae85459-0976-3a26-a9c8-6390e8ed81de,finmb_22939102,-18000000,,VAW,0.10%,5.00%,"30,018.44",
423,,The fund will invest at least 90% of its total assets in the securities that comprise the index. The index is designed to measure the performance of positive revenue-producing constituent securities of the S&P SmallCap 600 ® Index (the “Parent index”). The Parent index is comprised of common stocks of approximately 600 small-capitalization companies that generally represent the small-cap segment of the U.S. equity market.,86400,2,38.97,39.22,38.66,39.3744,38.97,39.22,38.66,39.3744,3.606392,159176,159176,204604,172960,172960,37.1,42.5,3100,1400,0.0134000005,1506954240,33.5,42.54333,38.6726,37.482834,,,39.34,USD,Small Value,-0.0516534,1.02,Invesco,1203379200,Exchange Traded Fund,0.0980366,0.1385525,PCX,ETF,RWJ,RWJ,Invesco Exchange-Traded Fund Tr,Invesco S&P SmallCap 600 Revenue ETF,1203690600,America/New_York,EST,902ffe62-5664-3aaf-a2ec-212aa246f2a4,finmb_41568867,-18000000,,RWJ,0.39%,0.00%,"1,852.91",
424,630-241-4141,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is an indicated annual dividend yield weighted index of 100 stocks selected from the developed-market portion of the Dow Jones World Index SM.,86400,2,21.66,21.62,21.505,21.6704,21.66,21.62,21.505,21.6704,5.403993,1795011,1795011,184918,423280,423280,20.04,23.3,900,1100,0.0642,646260032,19.77,24.02,21.6408,21.5825,,,21.69,USD,Foreign Large Value,-0.0265049,1.03,First Trust Advisors L.P.,1195603200,Exchange Traded Fund,0.0354904,0.0468932,PCX,ETF,FGD,FGD,First Trust DJ Global Select Di,First Trust Dow Jones Global Select Dividend Index Fund,1196173800,America/New_York,EST,366715e7-d419-39da-84df-4fd1c7f087af,finmb_39266734,-18000000,,FGD,0.56%,35.00%,"8,547.17",
425,,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to select stocks from the NASDAQ US 700 Small Cap Index TM (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology.",86400,2,86.4706,86.68,85.88,87.45,86.4706,86.68,85.88,87.45,10.934679,17067,17067,35581,37140,37140,34.92,139.66,1000,1300,0.012200001,877912128,74.07,93.5,85.8722,82.25805,,,87.38,USD,Small Blend,-0.0477283,1.03,First Trust Advisors L.P.,1178582400,Exchange Traded Fund,0.019741401,0.0889518,NGM,ETF,FYX,FYX,First Trust Small Cap Core Alph,First Trust Small Cap Core AlphaDEX Fund,1178803800,America/New_York,EST,1152b671-9fe3-3bb4-a556-864a53a427e3,finmb_34335498,-18000000,,FYX,0.60%,109.00%,"1,904.61",
426,,"The fund seeks to achieve its investment objective by investing at least 80% of its assets in securities included in its index, in depositary receipts representing securities included in the index and in underlying stocks in respect of depositary receipts included in its index. The index is designed to deliver exposure to equity securities of small capitalization U.S. issuers.",86400,2,60.4,60.63,60.0316,60.94,60.4,60.63,60.0316,60.94,10.964808,94051,94051,36216,47250,47250,57.34,64.26,800,1200,0.013300001,511781824,51.71,64.45,59.3458,57.05539,,,60.99,USD,Small Blend,-0.0353295,1.0,Goldman Sachs,1498608000,Exchange Traded Fund,0.0241905,0.0884847,PCX,ETF,GSSC,GSSC,GS ActiveBeta U.S. Small Cap Eq,Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF,1499693400,America/New_York,EST,78c6436b-1e16-34ac-b333-d763fb92dba0,finmb_280408739,-18000000,,GSSC,0.20%,17.00%,"1,978.89",
427,(402) 895-1600,The fund invests at least 80% of its total assets in the component securities of the index. The index provider selects foreign (including emerging markets) and domestic equity securities from a global universe of publicly traded equity securities of companies with a market capitalization of $5 billion or greater and which have an Inspire Impact Score® of zero or higher.,86400,2,34.4627,34.47,34.47,34.7713,34.4627,34.47,34.47,34.7713,15.771488,15287,15287,17163,12290,12290,31.22,37.84,1400,800,0.018099999,178190688,30.08,35.94,34.06382,33.0865,,,34.39,USD,,-0.0261362,1.07,Inspire,1488153600,Exchange Traded Fund,0.044849,0.0930352,PCX,ETF,BLES,BLES,Inspire Global Hope ETF,Inspire Global Hope ETF,1488292200,America/New_York,EST,cc6129d3-244f-3c46-b07e-97f043d01598,finmb_415873741,-18000000,,BLES,0.61%,51.00%,"25,115.55",
428,,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is made up of 150 companies from around the world. It may purchase a subset of the securities in the index in an effort to hold a portfolio of securities with generally the same risk and return characteristics of the index.",86400,2,117.558,117.49,117.235,118.4282,117.558,117.49,117.235,118.4282,13.303768,3293,3293,7811,4090,4090,111.48,124.95,800,900,0.0253,181708896,100.45,119.57,115.7272,111.9764,2.09,0.017778458,118.1565,USD,,-0.0049096,0.97,SPDR State Street Global Advisors,969840000,Exchange Traded Fund,0.0892793,0.1110384,PCX,ETF,DGT,DGT,SPDR Global Dow ETF (based on T,SPDR Global Dow ETF,970493400,America/New_York,EST,64b2cb3b-e72f-3ae5-9be2-e013137ac73e,finmb_8799250,-18000000,,DGT,0.50%,7.00%,"113,441.23",
429,,"Under normal circumstances, the fund will invest at least 80% of its total assets in component securities of the index. The index contains a minimum of 40 stocks which are equally weighted. No single sector is allowed to comprise more than 30% of the index weight.",86400,2,71.61,71.76,71.36,72.37,71.61,71.76,71.36,72.37,,62103,62103,80950,59800,59800,68.11,76.34,900,800,0.024,1555094912,63.513,76.47,71.00316,69.50925,,,72.2767,USD,Mid-Cap Blend,-0.017942099,0.79,ProShares,1422921600,Exchange Traded Fund,0.0636829,0.0824383,BTS,ETF,REGL,REGL,ProShares S&P MidCap 400 Divide,ProShares S&P MidCap 400 Dividend Aristocrats ETF,1423146600,America/New_York,EST,fda62f44-a113-3fac-a91b-c68faf5e839e,finmb_277814844,-18000000,,REGL,0.40%,29.00%,"6,200.07",
430,,"The advisor employs an indexing investment approach designed to track the performance of the S&P SmallCap 600® Value Index, which represents the value companies, as determined by the index sponsor, of the S&P SmallCap 600 Index. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",86400,2,83.05,83.45,82.485,84.06,83.05,83.45,82.485,84.06,5.542094,47854,47854,72239,54490,54490,80.0,88.48,1000,900,0.0185,1472597248,70.68,92.2,82.661,80.2977,,,84.07,USD,Small Value,-0.050960496,1.01,Vanguard,1283817600,Exchange Traded Fund,0.0498746,0.0790812,PCX,ETF,VIOV,VIOV,Vanguard S&P Small-Cap 600 Valu,Vanguard S&P Small-Cap 600 Value Index Fund,1284039000,America/New_York,EST,b70c5d45-e2b9-3f72-bdfc-ba7f884e3c37,finmb_113108316,-18000000,,VIOV,0.15%,45.00%,"2,086.63",
431,630-241-4141,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to measure the performance of micro-cap stocks issued by U.S. companies that are comparatively liquid and have strong fundamentals relative to the micro-cap segment as a whole.,86400,2,57.8237,57.5911,57.3661,58.1456,57.8237,57.5911,57.3661,58.1456,9.5351515,3640,3640,12478,9290,9290,54.71,61.32,800,900,0.018,172379760,49.38,62.9,57.81,55.65235,,,58.24,USD,Small Value,-0.0520769,0.94,First Trust Advisors L.P.,1127779200,Exchange Traded Fund,0.058074,0.072772495,PCX,ETF,FDM,FDM,First Trust DJ Select MicroCap ,First Trust Dow Jones Select MicroCap Index Fund,1128087000,America/New_York,EST,148a2c9d-5c73-33d1-bbff-433e22d200ec,finmb_24179409,-18000000,,FDM,0.60%,84.00%,491.74,
432,1-888-934-0777,"The underlying index is an equity benchmark of international stocks from developed markets, with approximately half of the currency exposure of the securities included in the underlying index ""hedged"" against the U.S. dollar on a monthly basis. The fund invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the securities and other instruments included in its underlying index.",86400,2,24.66,24.66,24.4,24.69,24.66,24.66,24.4,24.69,,89534,89534,88504,80790,80790,22.84,29.09,800,800,0.0249,480214144,21.69,25.01,24.29306,23.71633,0.0,0.0,24.49259,USD,Foreign Large Blend,-0.0072376,0.84,IndexIQ,1437523200,Exchange Traded Fund,0.0542516,0.08516791,PCX,ETF,HFXI,HFXI,IQ FTSE International Equity Cu,IQ FTSE International Equity Currency Neutral ETF,1437571800,America/New_York,EST,5c1a6e2a-ca2a-34cd-9100-1cf65418a418,finmb_301670681,-18000000,,HFXI,0.20%,0.00%,"43,824.56",
433,,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is designed to measure the performance of the large- and mid- capitalization segments of the Malaysian market. The fund is non-diversified.,86400,2,20.93,20.95,20.91,21.03,20.93,20.95,20.91,21.03,13.123902,682606,682606,421411,599920,599920,20.31,22.59,1400,2200,0.0347,239023520,19.84,24.12,21.2486,21.1084,0.841,0.04018156,20.97112,USD,Miscellaneous Region,-0.0112941,0.72,iShares,826588800,Exchange Traded Fund,-0.0497717,-0.0381862,PCX,ETF,EWM,EWM,iShares MSCI Malaysia Index Fun,iShares MSCI Malaysia ETF,827159400,America/New_York,EST,5f195da8-0675-3b9e-b5ac-fa630e3c3d38,finmb_6457116,-18000000,,EWM,0.50%,12.00%,"8,696.14",
434,,The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to provide access to a diversified portfolio of 100 small and mid cap companies with a history of raising their dividends and exhibit the characteristics to continue to do so in the future.,86400,2,31.51,31.62,31.37,31.9,31.51,31.62,31.37,31.9,7.6370196,1265385,1265385,803668,1088540,1088540,30.9,34.72,800,3000,0.019,2447976960,24.7,33.36,30.75532,28.54927,,,31.89,USD,Small Value,-0.0265487,1.07,First Trust Advisors L.P.,1509580800,Exchange Traded Fund,0.0983067,0.12459621,NGM,ETF,SDVY,SDVY,First Trust SMID Cap Rising Div,First Trust SMID Cap Rising Dividend Achievers ETF,1509715800,America/New_York,EST,fea4f088-c530-3a6c-a144-18299402981e,finmb_537600569,-18000000,,SDVY,0.60%,0.00%,"5,158.06",
435,(414) 765-5586,"The index is a rules-based, reverse capitalization weighted index comprised of constituents of the S&P 500 ® Index, which consists of approximately 500 leading U.S.-listed companies representing approximately 80% of the U.S. equity market capitalization. The fund will generally use a “replication” strategy to achieve its investment objective, meaning it generally will invest in all of the component securities of the index in approximately the same proportion as in the index.",86400,2,21.89,21.81,21.8,22.04,21.89,21.81,21.8,22.04,,909,909,3173,900,900,17.73,35.32,800,1000,0.0297,9032093,19.282,23.462,21.83894,21.353596,0.0,0.0,21.92,USD,Mid-Cap Value,-0.0232488,1.04,ArrowShares,1509408000,Exchange Traded Fund,0.0569154,0.0916713,BTS,ETF,YPS,YPS,Arrow Reverse Cap 500 ETF,Arrow Reverse Cap 500 ETF,1509629400,America/New_York,EST,4503e76b-af00-32d2-b9fa-0cdb17947013,finmb_435253262,-18000000,,YPS,0.29%,44.00%,"18,890.10",
436,(610) 644-8100,"Under normal circumstances, at least 80% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in the component securities of the index. The index uses an objective, rules-based methodology to provide exposure to small-capitalization U.S. companies with high free cash flow yields.",86400,2,46.38,46.68,45.89,46.745,46.38,46.68,45.89,46.745,6.8522544,2834416,2834416,1972572,2448320,2448320,46.76,46.83,3000,1400,0.0117999995,6690802688,35.64,49.04,45.2138,41.44267,0.0,0.0,46.7364,USD,Small Value,-0.026858201,1.06,Pacer,1497571200,Exchange Traded Fund,0.121674,0.1441127,BTS,ETF,CALF,CALF,Pacer US Small Cap Cash Cows 10,Pacer US Small Cap Cash Cows 100 ETF,1497879000,America/New_York,EST,f6a68c3b-9aaa-331a-bce1-8d6692e81e5c,finmb_433090253,-18000000,,CALF,0.59%,101.00%,"2,084.06",
437,,"In seeking to track the investment results of the index, the advisor attempts to replicate the index by investing all, or substantially all, of its assets in the securities represented in the index in approximately the same proportions as the index. The index identifies equity securities from the base index that satisfy certain ESG criteria, based on ESG performance data collected by MSCI ESG Research, Inc.",86400,2,28.67,28.61,28.55,28.88,28.67,28.61,28.55,28.88,16.110228,46320,46320,61809,58930,58930,26.04,31.4,1200,800,0.0313,389026528,25.8,29.78,28.64216,28.353205,,,28.6533,USD,Foreign Large Blend,-0.0183549,1.04,Nuveen,1496707200,Exchange Traded Fund,0.0189452,0.0704428,BTS,ETF,NUDM,NUDM,Nuveen ESG International Develo,Nuveen ESG International Developed Markets Equity ETF,1497274200,America/New_York,EST,e4cd362d-9fa6-37b3-9530-3a22df02a5f6,finmb_420306444,-18000000,,NUDM,0.31%,66.00%,"41,032.37",
438,,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is a free float-adjusted market capitalization-weighted index that is designed to measure the performance of the large- and mid- capitalization segments of the equity market in Switzerland. The fund is non-diversified.,86400,2,46.89,46.57,46.415,46.78,46.89,46.57,46.415,46.78,22.877474,602211,602211,516378,411390,411390,46.73,46.74,1300,2900,0.0212,1273570816,41.55,48.94,46.1318,45.9409,0.64,0.013648965,46.70187,USD,Miscellaneous Region,-0.031282403,0.97,iShares,826588800,Exchange Traded Fund,0.031353902,0.0909053,PCX,ETF,EWL,EWL,iShares Inc iShares MSCI Switze,iShares MSCI Switzerland ETF,827159400,America/New_York,EST,8dd2b22d-58b0-33bf-9da5-569920e561ee,finmb_6456849,-18000000,,EWL,0.50%,10.00%,"77,734.63",
